,id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58
0,12898957,JF482154,2022-11-20T23:57:00.000,069XX S DORCHESTER AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,0321,003,5,43,15,1186728,1859561,2022,2022-11-27T15:51:23.000,41.769749009,-87.591088226,"{'latitude': '41.769749009', 'longitude': '-87.591088226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22260,39,416,33,60,18,206
1,12898978,JF482149,2022-11-20T23:55:00.000,006XX W FULLERTON PKWY,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,True,False,1935,019,43,7,04B,1171694,1916203,2022,2022-11-27T15:51:23.000,41.925522178,-87.644530656,"{'latitude': '41.925522178', 'longitude': '-87.644530656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51,21190,68,794,34,16,14,149
2,12899103,JF482152,2022-11-20T23:55:00.000,016XX W SHERWIN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,False,2423,024,49,1,26,1164265,1948722,2022,2022-11-27T15:51:23.000,42.014916096,-87.670904385,"{'latitude': '42.014916096', 'longitude': '-87.670904385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21853,10,489,5,9,11,37
3,12899007,JF482150,2022-11-20T23:50:00.000,059XX W HIRSCH ST,0810,THEFT,OVER $500,SIDEWALK,False,False,2531,025,29,25,06,1136301,1908699,2022,2022-11-27T15:51:23.000,41.905636837,-87.774762649,"{'latitude': '41.905636837', 'longitude': '-87.774762649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,4299,26,565,7,5,6,154
4,12898961,JF482136,2022-11-20T23:44:00.000,065XX S ELLIS AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,True,False,0321,003,20,42,15,1184014,1861817,2022,2022-11-27T15:51:23.000,41.776003524,-87.600966016,"{'latitude': '41.776003524', 'longitude': '-87.600966016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,347,4,60,18,206
5,12898972,JF482142,2022-11-20T23:40:00.000,048XX S MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0931,009,20,61,08B,1166156,1872657,2022,2022-11-27T15:51:23.000,41.806148486,-87.666123458,"{'latitude': '41.806148486', 'longitude': '-87.666123458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,14924,59,740,4,37,23,119
6,12899337,JF482558,2022-11-20T23:30:00.000,084XX S PEORIA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0613,006,21,71,07,1171783,1848860,2022,2022-11-27T15:51:23.000,41.740724962,-87.646183046,"{'latitude': '41.740724962', 'longitude': '-87.646183046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,530,13,59,20,233
7,12899000,JF482170,2022-11-20T23:30:00.000,036XX W NORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2535,025,26,23,07,1151961,1910392,2022,2022-11-27T15:51:23.000,41.909988359,-87.717192862,"{'latitude': '41.909988359', 'longitude': '-87.717192862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,22535,24,454,49,1,6,193
8,12898963,JF482164,2022-11-20T23:30:00.000,062XX S SACRAMENTO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,False,True,0823,008,16,66,14,1157456,1863076,2022,2022-11-27T15:51:23.000,41.780037798,-87.698291673,"{'latitude': '41.780037798', 'longitude': '-87.698291673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,21867,64,182,2,58,13,276
9,12899077,JF482147,2022-11-20T23:26:00.000,005XX S WACKER DR,0810,THEFT,OVER $500,STREET,False,True,0123,001,25,32,06,1174323,1897875,2022,2022-11-27T15:51:23.000,41.875170837,-87.635418398,"{'latitude': '41.875170837', 'longitude': '-87.635418398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14917,38,92,26,44,22,144
10,12898943,JF482132,2022-11-20T23:22:00.000,047XX W FULLERTON AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,2522,025,31,19,06,1144183,1915534,2022,2022-11-27T15:51:23.000,41.924248302,-87.745636923,"{'latitude': '41.924248302', 'longitude': '-87.745636923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22615,19,305,17,2,6,188
11,12902601,JF486352,2022-11-20T23:20:00.000,009XX W FOSTER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,False,False,2024,020,48,3,06,1169018,1934728,2022,2022-11-27T15:51:23.000,41.976414059,-87.653823823,"{'latitude': '41.976414059', 'longitude': '-87.653823823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,22616,76,635,16,15,2,47
12,12898951,JF482141,2022-11-20T23:12:00.000,022XX E 87TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0412,004,8,48,14,1192465,1847725,2022,2022-11-27T15:51:23.000,41.737132261,-87.570443974,"{'latitude': '41.737132261', 'longitude': '-87.570443974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,44,431,35,25,19,240
13,12898950,JF482128,2022-11-20T23:11:00.000,041XX W NORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2534,025,26,23,08B,1148609,1910315,2022,2022-11-27T15:51:23.000,41.909842477,-87.729508839,"{'latitude': '41.909842477', 'longitude': '-87.729508839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27,22615,24,286,49,5,6,194
14,12899275,JF482597,2022-11-20T23:10:00.000,038XX W 58TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0822,008,23,62,07,1151751,1865538,2022,2022-11-27T15:51:23.000,41.786907616,-87.719142807,"{'latitude': '41.786907616', 'longitude': '-87.719142807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23,21867,60,774,6,58,13,129
15,12898967,JF482130,2022-11-20T23:03:00.000,065XX S WESTERN AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0832,008,16,66,03,1161495,1861323,2022,2022-11-27T15:51:23.000,41.775144517,-87.683532573,"{'latitude': '41.775144517', 'longitude': '-87.683532573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,22257,64,370,2,23,13,207
16,12899316,JF482650,2022-11-20T23:00:00.000,070XX S EGGLESTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0732,007,6,68,14,1174495,1858312,2022,2022-11-27T15:51:23.000,41.766602557,-87.635965849,"{'latitude': '41.766602557', 'longitude': '-87.635965849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21559,66,479,32,11,17,214
17,12899169,JF482417,2022-11-20T23:00:00.000,015XX W WEBSTER AVE,0810,THEFT,OVER $500,STREET,False,False,1811,018,2,7,06,1165567,1914723,2022,2022-11-27T15:51:23.000,41.921593821,-87.667086373,"{'latitude': '41.921593821', 'longitude': '-87.667086373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,21190,68,210,11,16,14,186
18,12899473,JF482871,2022-11-20T23:00:00.000,082XX S COMMERCIAL AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,0424,004,7,46,06,1197620,1851010,2022,2022-11-27T15:51:23.000,41.746019604,-87.551448636,"{'latitude': '41.746019604', 'longitude': '-87.551448636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,42,505,37,25,19,239
19,12898938,JF482127,2022-11-20T23:00:00.000,047XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,APARTMENT,False,False,0223,002,3,38,08A,1179661,1873623,2022,2022-11-27T15:51:23.000,41.808500903,-87.616562762,"{'latitude': '41.808500903', 'longitude': '-87.616562762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,21192,4,447,9,10,24,116
20,12899282,JF482456,2022-11-20T23:00:00.000,002XX W 38TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA PARKING LOT / GROUNDS,False,True,0915,009,3,34,08B,1175077,1879432,2022,2022-11-27T15:51:23.000,41.824545007,-87.633202124,"{'latitude': '41.824545007', 'longitude': '-87.633202124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,14924,35,296,9,37,23,170
21,12899020,JF482151,2022-11-20T23:00:00.000,022XX S TRUMBULL AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,ALLEY,False,False,1024,010,22,30,07,1153716,1888909,2022,2022-11-27T15:51:23.000,41.85100201,-87.711317656,"{'latitude': '41.85100201', 'longitude': '-87.711317656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,755,28,57,21,130
22,12899296,JF482657,2022-11-20T23:00:00.000,013XX W ROOSEVELT RD,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1231,012,28,28,06,1167717,1894825,2022,2022-11-27T15:51:23.000,41.86694623,-87.659760705,"{'latitude': '41.86694623', 'longitude': '-87.659760705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14920,29,759,26,43,15,150
23,12899145,JF482315,2022-11-20T23:00:00.000,076XX S CAMPBELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0835,008,18,70,07,1161037,1853908,2022,2022-11-27T15:51:23.000,41.754806165,-87.685416304,"{'latitude': '41.754806165', 'longitude': '-87.685416304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,4300,69,498,30,8,13,226
24,12900446,JF484019,2022-11-20T23:00:00.000,018XX N MILWAUKEE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,False,False,1434,014,32,22,14,1160617,1912455,2022,2022-11-27T15:51:23.000,41.915474358,-87.68533691,"{'latitude': '41.915474358', 'longitude': '-87.68533691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,22535,23,373,40,1,7,192
25,12899018,JF482125,2022-11-20T23:00:00.000,069XX S ADA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,0734,007,6,67,14,1168524,1858834,2022,2022-11-27T15:51:23.000,41.768165754,-87.6578368,"{'latitude': '41.768165754', 'longitude': '-87.6578368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,22257,65,21,32,23,17,216
26,12899140,JF482225,2022-11-20T23:00:00.000,025XX W FLOURNOY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,False,1135,011,28,28,07,1159681,1896951,2022,2022-11-27T15:51:23.000,41.872949416,-87.689203314,"{'latitude': '41.872949416', 'longitude': '-87.689203314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,756,23,28,16,146
27,12898994,JF482184,2022-11-20T23:00:00.000,026XX W CORTEZ ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1211,012,26,24,07,1158709,1906887,2022,2022-11-27T15:51:23.000,41.900234662,-87.692499565,"{'latitude': '41.900234662', 'longitude': '-87.692499565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,21560,25,543,49,4,15,64
28,12898959,JF482129,2022-11-20T22:54:00.000,070XX N KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2411,024,50,2,08B,1153867,1946582,2022,2022-11-27T15:51:23.000,42.009258281,-87.709222657,"{'latitude': '42.009258281', 'longitude': '-87.709222657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,22528,20,32,27,12,,
29,12898931,JF482111,2022-11-20T22:35:00.000,102XX S CALHOUN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0431,004,7,51,07,1194831,1837564,2022,2022-11-27T15:51:23.000,41.709191664,-87.562109325,"{'latitude': '41.709191664', 'longitude': '-87.562109325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,48,527,37,25,19,249
30,12899198,JF482469,2022-11-20T22:35:00.000,0000X W BRAYTON ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,0523,005,9,53,08A,1178306,1821470,2022,2022-11-27T15:51:23.000,41.665417574,-87.623111104,"{'latitude': '41.665417574', 'longitude': '-87.623111104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,50,206,43,19,10,218
31,12899258,JF482532,2022-11-20T22:30:00.000,003XX W 111TH ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,0513,005,34,49,07,1176049,1831317,2022,2022-11-27T15:51:23.000,41.692490019,-87.631077143,"{'latitude': '41.692490019', 'longitude': '-87.631077143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,21861,45,660,22,19,10,267
32,12899150,JF482407,2022-11-20T22:30:00.000,053XX N KENMORE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2023,020,48,77,14,1168289,1935581,2022,2022-11-27T15:51:23.000,41.978770551,-87.656479853,"{'latitude': '41.978770551', 'longitude': '-87.656479853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,22616,76,160,16,15,2,47
33,12898927,JF482131,2022-11-20T22:30:00.000,026XX W WABANSIA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1421,014,1,24,08A,1158307,1911200,2022,2022-11-27T15:51:23.000,41.912078119,-87.693858029,"{'latitude': '41.912078119', 'longitude': '-87.693858029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,22535,25,299,41,1,7,171
34,12899165,JF482419,2022-11-20T22:30:00.000,008XX W LAKE ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,False,False,1214,012,27,28,06,1170930,1901670,2022,2022-11-27T15:51:23.000,41.88565961,-87.647764729,"{'latitude': '41.88565961', 'longitude': '-87.647764729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14917,29,63,46,44,15,76
35,12898930,JF482117,2022-11-20T22:27:00.000,023XX E 75TH ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,False,0414,004,7,43,24,1193066,1855688,2022,2022-11-27T15:51:23.000,41.75896876,-87.567982632,"{'latitude': '41.75896876', 'longitude': '-87.567982632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,22538,39,420,37,24,19,222
36,12899115,JF482352,2022-11-20T22:25:00.000,131XX S CORLISS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0533,005,9,54,07,1184010,1818329,2022,2022-11-27T15:51:23.000,41.656667322,-87.602334234,"{'latitude': '41.656667322', 'longitude': '-87.602334234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,4460,51,10,43,47,10,221
37,12898975,JF482109,2022-11-20T22:24:00.000,051XX S PRINCETON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,0935,009,3,37,15,1175152,1871053,2022,2022-11-27T15:51:23.000,41.801550578,-87.633177427,"{'latitude': '41.801550578', 'longitude': '-87.633177427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,14924,3,224,9,37,23,117
38,12898924,JF482118,2022-11-20T22:20:00.000,069XX S ELIZABETH ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,False,True,0734,007,6,67,04B,1169187,1858758,2022,2022-11-27T15:51:23.000,41.767942886,-87.655408789,"{'latitude': '41.767942886', 'longitude': '-87.655408789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,22257,65,21,32,23,17,216
39,12898942,JF482103,2022-11-20T22:17:00.000,095XX S DR MARTIN LUTHER KING JR DR,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,0511,005,9,49,15,1180590,1841877,2022,2022-11-27T15:51:23.000,41.721365262,-87.614128996,"{'latitude': '41.721365262', 'longitude': '-87.614128996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21861,45,567,43,19,10,250
40,12899775,JF483204,2022-11-20T22:17:00.000,013XX W FULTON ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1215,012,27,28,06,1167599,1901998,2022,2022-11-27T15:51:23.000,41.886632038,-87.659987308,"{'latitude': '41.886632038', 'longitude': '-87.659987308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14917,29,63,46,44,15,78
41,12898922,JF482114,2022-11-20T22:13:00.000,022XX N WESTERN AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1431,014,1,22,18,1159986,1915151,2022,2022-11-27T15:51:23.000,41.922885436,-87.687580565,"{'latitude': '41.922885436', 'longitude': '-87.687580565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,22535,23,323,41,1,7,184
42,12898952,JF482121,2022-11-20T22:05:00.000,015XX N CLYBOURN AVE,0460,BATTERY,SIMPLE,CHA HALLWAY / STAIRWELL / ELEVATOR,True,False,1822,018,27,8,08B,1171039,1910245,2022,2022-11-27T15:51:23.000,41.909187537,-87.647112599,"{'latitude': '41.909187537', 'longitude': '-87.647112599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,22620,37,108,46,54,14,199
43,12899083,JF482281,2022-11-20T22:00:00.000,024XX N TRIPP AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2524,025,31,20,07,1147643,1915886,2022,2022-11-27T15:51:23.000,41.925148447,-87.732914274,"{'latitude': '41.925148447', 'longitude': '-87.732914274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22615,21,439,17,2,6,181
44,12900814,JF484404,2022-11-20T22:00:00.000,013XX W FULTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1215,012,27,28,07,1167599,1901998,2022,2022-11-27T15:51:23.000,41.886632038,-87.659987308,"{'latitude': '41.886632038', 'longitude': '-87.659987308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14917,29,63,46,44,15,78
45,12899134,JF482308,2022-11-20T22:00:00.000,047XX S LANGLEY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0223,002,4,38,07,1181730,1873750,2022,2022-11-27T15:51:23.000,41.808801799,-87.608970294,"{'latitude': '41.808801799', 'longitude': '-87.608970294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21192,4,165,10,10,24,116
46,12901462,JF484652,2022-11-20T22:00:00.000,002XX E OHIO ST,0820,THEFT,$500 AND UNDER,CONVENIENCE STORE,False,False,1834,018,42,8,06,1177903,1904245,2022,2022-11-27T15:51:23.000,41.892569818,-87.62208039,"{'latitude': '41.892569818', 'longitude': '-87.62208039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,159,36,6,14,74
47,12899331,JF482601,2022-11-20T22:00:00.000,069XX S CHAPPEL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0331,003,5,43,14,1191079,1859268,2022,2022-11-27T15:51:23.000,41.768840849,-87.575149103,"{'latitude': '41.768840849', 'longitude': '-87.575149103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,39,152,33,24,18,262
48,12898958,JF482112,2022-11-20T22:00:00.000,014XX N SEDGWICK ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,1821,018,27,8,26,1173383,1909988,2022,2022-11-27T15:51:23.000,41.908430535,-87.638509526,"{'latitude': '41.908430535', 'longitude': '-87.638509526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14926,37,309,46,54,14,198
49,12899254,JF482274,2022-11-20T22:00:00.000,048XX N TALMAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2031,020,40,4,08A,1157820,1932292,2022,2022-11-27T15:51:23.000,41.969965912,-87.695070188,"{'latitude': '41.969965912', 'longitude': '-87.695070188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46,21849,6,28,24,20,2,61
50,12898909,JF482086,2022-11-20T21:50:00.000,010XX N HUMBOLDT DR,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,1211,012,26,24,26,1156005,1906741,2022,2022-11-27T15:51:23.000,41.899889022,-87.702435426,"{'latitude': '41.899889022', 'longitude': '-87.702435426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,21560,25,301,49,4,15,64
51,12898945,JF482135,2022-11-20T21:45:00.000,117XX S LAFLIN ST,0560,ASSAULT,SIMPLE,RESIDENCE,True,True,0524,005,34,53,08A,1168446,1826820,2022,2022-11-27T15:51:23.000,41.680316221,-87.659041872,"{'latitude': '41.680316221', 'longitude': '-87.659041872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22212,50,642,22,13,10,220
52,12898910,JF482093,2022-11-20T21:45:00.000,044XX S GREENWOOD AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,0222,002,4,39,07,1184334,1875703,2022,2022-11-27T15:51:23.000,41.81410035,-87.59935831,"{'latitude': '41.81410035', 'longitude': '-87.59935831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,4301,5,395,10,36,24,113
53,12898937,JF482097,2022-11-20T21:36:00.000,093XX S HALSTED ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,2223,022,21,73,15,1172618,1842954,2022,2022-11-27T15:51:23.000,41.724499751,-87.643297172,"{'latitude': '41.724499751', 'longitude': '-87.643297172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,72,631,13,59,9,243
54,12901533,JF485390,2022-11-20T21:30:00.000,022XX W NORTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1434,014,32,24,14,1161026,1910598,2022,2022-11-27T15:51:23.000,41.910370124,-87.683885942,"{'latitude': '41.910370124', 'longitude': '-87.683885942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,22535,25,516,41,4,7,200
55,12898971,JF482082,2022-11-20T21:30:00.000,056XX N BROADWAY,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,CTA TRAIN,False,False,2022,020,48,77,03,1167291,1937605,2022,2022-11-27T15:51:23.000,41.984346043,-87.66009152,"{'latitude': '41.984346043', 'longitude': '-87.66009152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,4451,76,539,16,14,2,54
56,12899143,JF482360,2022-11-20T21:30:00.000,023XX N MEADE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2512,025,36,19,14,1135351,1914858,2022,2022-11-27T15:51:23.000,41.922554797,-87.778105923,"{'latitude': '41.922554797', 'longitude': '-87.778105923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22615,19,77,44,2,6,183
57,12899025,JF482206,2022-11-20T21:30:00.000,054XX S WOODLAWN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,0233,002,5,41,05,1185141,1869530,2022,2022-11-27T15:51:23.000,41.797142228,-87.596592295,"{'latitude': '41.797142228', 'longitude': '-87.596592295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21192,8,441,33,10,24,122
58,12899758,JF482840,2022-11-20T21:30:00.000,022XX W DIVISION ST,2820,OTHER OFFENSE,TELEPHONE THREAT,VEHICLE NON-COMMERCIAL,False,False,1212,012,2,24,08A,1161104,1907941,2022,2022-11-27T15:51:23.000,41.903077492,-87.683673325,"{'latitude': '41.903077492', 'longitude': '-87.683673325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,21560,25,541,11,4,15,63
59,12899706,JF482085,2022-11-20T21:28:00.000,015XX N KILDARE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,2534,025,26,23,03,1147434,1909802,2022,2022-11-27T15:51:23.000,41.90845737,-87.733838514,"{'latitude': '41.90845737', 'longitude': '-87.733838514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,4299,24,286,49,5,6,194
60,12898881,JF482098,2022-11-20T21:24:00.000,053XX S JUSTINE ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False,0934,009,16,61,15,1166914,1869232,2022,2022-11-27T15:51:23.000,41.79673371,-87.663441286,"{'latitude': '41.79673371', 'longitude': '-87.663441286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,14924,59,790,2,37,23,127
61,12899098,JF482318,2022-11-20T21:20:00.000,002XX E 68TH ST,0810,THEFT,OVER $500,STREET,False,False,0322,003,6,69,06,1178924,1859978,2022,2022-11-27T15:51:23.000,41.771074552,-87.619681313,"{'latitude': '41.771074552', 'longitude': '-87.619681313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,67,514,32,60,18,211
62,12899575,JF482983,2022-11-20T21:14:00.000,012XX E 83RD ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,0412,004,8,45,04A,1185821,1850204,2022,2022-11-27T15:51:23.000,41.744093932,-87.594707324,"{'latitude': '41.744093932', 'longitude': '-87.594707324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21546,41,133,35,61,19,224
63,12899027,JF482067,2022-11-20T21:06:00.000,081XX S INGLESIDE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,0631,006,8,44,26,1183976,1851324,2022,2022-11-27T15:51:23.000,41.747210589,-87.601432604,"{'latitude': '41.747210589', 'longitude': '-87.601432604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21546,40,247,35,61,20,235
