month,Year,District,SAFETY,crime
10,2020,8.0,51.3125,1116
10,2020,9.0,50.575,769
10,2020,10.0,49.05,849
10,2020,11.0,38.685,1295
10,2020,12.0,54.2175,995
10,2020,14.0,58.8675,574
10,2020,15.0,56.807500000000005,722
10,2020,16.0,63.624,676
10,2020,17.0,58.3725,535
10,2020,18.0,56.0575,722
10,2020,19.0,64.07249999999999,890
10,2020,20.0,66.65,384
10,2020,22.0,56.5075,642
10,2020,24.0,57.79,627
10,2020,25.0,55.00833333333333,956
10,2021,1.0,49.6775,918
10,2021,2.0,55.697500000000005,906
10,2021,3.0,39.0575,911
10,2021,4.0,48.4075,1072
10,2021,5.0,45.305,789
10,2021,6.0,46.7975,1177
10,2021,7.0,46.3325,931
10,2021,8.0,52.7725,1118
10,2021,9.0,39.8275,886
10,2021,10.0,46.2575,839
10,2021,11.0,48.9875,1087
10,2021,12.0,47.0,1246
10,2021,14.0,60.1,721
10,2021,15.0,54.0625,719
10,2021,16.0,63.096000000000004,626
10,2021,17.0,59.84,564
10,2021,18.0,47.93,1115
10,2021,19.0,62.6575,980
10,2021,20.0,61.32,446
10,2021,22.0,55.4325,644
10,2021,24.0,62.025,614
10,2021,25.0,53.15833333333333,982
11,2018,1.0,64.1625,1147
11,2018,2.0,57.3525,952
11,2018,3.0,53.23,883
11,2018,4.0,58.42,1055
11,2018,5.0,54.3075,877
11,2018,6.0,51.8275,1355
11,2018,7.0,50.985,1119
11,2018,8.0,59.025000000000006,1303
11,2018,9.0,51.58,833
11,2018,10.0,50.9975,1034
11,2018,11.0,43.21,1469
11,2018,12.0,63.1725,1067
11,2018,14.0,65.25750000000001,805
11,2018,15.0,51.65,750
11,2018,16.0,72.35,689
11,2018,17.0,64.05250000000001,578
11,2018,18.0,67.45,1274
11,2018,19.0,69.4225,909
11,2018,20.0,67.6925,412
11,2018,22.0,60.239999999999995,589
11,2018,24.0,61.84,577
11,2018,25.0,54.72833333333333,1015
11,2019,1.0,59.2025,1240
11,2019,2.0,57.5275,823
11,2019,3.0,54.582499999999996,904
11,2019,4.0,49.837500000000006,1066
11,2019,5.0,54.4675,884
11,2019,6.0,56.4025,1311
11,2019,7.0,55.81,1031
11,2019,8.0,63.5275,1271
11,2019,9.0,52.465,852
11,2019,10.0,50.09,923
11,2019,11.0,51.4775,1313
11,2019,12.0,59.0375,1031
11,2019,14.0,61.4675,693
11,2019,15.0,51.35,753
11,2019,16.0,66.80799999999999,671
11,2019,17.0,62.7075,524
11,2019,18.0,59.4725,1189
11,2019,19.0,67.5025,902
11,2019,20.0,67.955,302
11,2019,22.0,61.09,642
11,2019,24.0,68.4325,604
11,2019,25.0,63.596666666666664,1037
11,2020,1.0,53.3225,585
11,2020,2.0,62.037499999999994,820
11,2020,3.0,47.7875,869
11,2020,4.0,51.917500000000004,929
11,2020,5.0,46.9225,805
11,2020,6.0,54.22,1082
11,2020,7.0,50.3975,869
11,2020,8.0,51.14,1054
11,2020,9.0,55.39,686
11,2020,10.0,51.295,738
11,2020,11.0,43.2625,1174
11,2020,12.0,59.175,794
11,2020,14.0,57.4075,555
11,2020,15.0,47.7225,676
11,2020,16.0,61.42,753
11,2020,17.0,62.06,487
11,2020,18.0,57.5275,626
11,2020,19.0,62.5,729
11,2020,20.0,64.98,285
11,2020,22.0,57.457499999999996,629
11,2020,24.0,55.7225,549
11,2020,25.0,61.461666666666666,931
11,2021,1.0,55.0025,832
11,2021,2.0,52.28,892
11,2021,3.0,41.765,844
11,2021,4.0,48.8375,946
11,2021,5.0,46.3125,739
11,2021,6.0,45.0375,1084
11,2021,7.0,45.5725,746
11,2021,8.0,54.8125,1084
11,2021,9.0,40.94,774
11,2021,10.0,49.2375,690
11,2021,11.0,48.6525,913
11,2021,12.0,50.9,1032
11,2021,14.0,62.67,626
11,2021,15.0,60.6475,591
11,2021,16.0,63.86800000000001,617
11,2021,17.0,61.955,552
11,2021,18.0,53.16,958
11,2021,19.0,61.935,905
11,2021,20.0,64.55,378
11,2021,22.0,55.4625,595
11,2021,24.0,61.552499999999995,620
11,2021,25.0,56.10333333333333,942
12,2018,1.0,66.5775,1338
12,2018,2.0,59.3425,871
12,2018,3.0,48.4,1009
12,2018,4.0,58.152499999999996,1198
12,2018,5.0,54.5625,967
12,2018,6.0,51.317499999999995,1337
12,2018,7.0,56.3675,1108
12,2018,8.0,59.235,1328
12,2018,9.0,47.69,855
12,2018,10.0,48.24,1012
12,2018,11.0,47.0275,1471
12,2018,12.0,62.3,1089
12,2018,14.0,67.9725,874
12,2018,15.0,57.4375,793
12,2018,16.0,68.232,801
12,2018,17.0,64.2625,681
12,2018,18.0,69.3775,1396
12,2018,19.0,70.2325,1081
12,2018,20.0,70.445,399
12,2018,22.0,62.935,645
12,2018,24.0,60.9525,623
12,2018,25.0,58.89666666666667,1121
12,2019,1.0,66.6625,1227
12,2019,2.0,56.417500000000004,849
12,2019,3.0,55.807500000000005,965
12,2019,4.0,50.557500000000005,1130
12,2019,5.0,51.855000000000004,877
12,2019,6.0,54.8325,1289
12,2019,7.0,52.9775,1080
12,2019,8.0,60.6225,1276
12,2019,9.0,52.8575,915
12,2019,10.0,53.3725,967
12,2019,11.0,48.7675,1396
12,2019,12.0,56.5375,1059
12,2019,14.0,61.1375,785
12,2019,15.0,50.19,790
12,2019,16.0,68.562,679
12,2019,17.0,61.485,526
12,2019,18.0,65.03,1225
12,2019,19.0,66.02,1007
12,2019,20.0,68.5625,334
12,2019,22.0,61.22,678
12,2019,24.0,64.42,701
12,2019,25.0,63.651666666666664,1045
12,2020,1.0,50.4625,576
12,2020,2.0,58.692499999999995,750
12,2020,3.0,51.215,860
12,2020,4.0,51.474999999999994,988
12,2020,5.0,51.885,789
12,2020,6.0,54.28,1023
12,2020,7.0,41.1175,851
12,2020,8.0,51.197500000000005,1077
12,2020,9.0,52.67,737
12,2020,10.0,50.9075,739
12,2020,11.0,46.2475,1082
12,2020,12.0,57.0875,798
12,2020,14.0,63.095,507
12,2020,15.0,40.6825,617
12,2020,16.0,61.782,814
12,2020,17.0,65.36,471
12,2020,18.0,58.4075,602
12,2020,19.0,62.3675,710
12,2020,20.0,64.2075,341
12,2020,22.0,56.0975,639
12,2020,24.0,59.1525,554
12,2020,25.0,59.08166666666667,958
12,2021,1.0,54.91,879
12,2021,2.0,53.8825,846
12,2021,3.0,43.8625,860
12,2021,4.0,47.567499999999995,1042
12,2021,5.0,50.97,761
12,2021,6.0,47.57,1076
12,2021,7.0,47.95,721
12,2021,8.0,56.3375,1103
12,2021,9.0,50.4725,753
12,2021,10.0,48.77,747
12,2021,11.0,51.0375,884
12,2021,12.0,56.0,987
12,2021,14.0,61.57,537
12,2021,15.0,58.69,631
12,2021,16.0,66.446,634
12,2021,17.0,60.435,498
12,2021,18.0,58.885,933
12,2021,19.0,59.7525,858
12,2021,20.0,63.8225,339
12,2021,22.0,55.245000000000005,561
12,2021,24.0,59.86,676
12,2021,25.0,58.19,922
